city_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
462,Marsh Harbour,BS,26.5412,-77.0636,73.2,70,0,12.3,clear sky
463,Gniezno,PL,52.5348,17.5826,35.71,96,100,22.93,light snow
464,Brekstad,NO,63.687,9.6654,40.01,81,40,18.41,light intensity shower rain
465,Prachuap Khiri Khan,TH,12.2167,99.75,82.71,39,66,9.48,broken clouds
466,Puerto Suárez,BO,-18.95,-57.8,72.7,95,100,4.16,overcast clouds
467,Zhigansk,RU,66.7697,123.3711,-33.32,100,30,0.87,scattered clouds
468,Motygino,RU,58.1831,94.7592,15.24,88,100,3.04,overcast clouds
469,Vanino,RU,49.0869,140.2543,13.77,70,68,6.6,broken clouds
470,Fort Nelson,CA,58.8053,-122.7002,18.99,93,75,4.61,broken clouds
471,Nizhniy Kuranakh,RU,58.8353,125.4869,6.51,94,100,1.88,overcast clouds
472,Bafoulabé,ML,13.8065,-10.8321,69.1,13,0,3.38,clear sky
473,Mwinilunga,ZM,-11.7358,24.4293,63.77,93,100,4.25,overcast clouds
474,Diffa,NE,13.3154,12.6113,64.0,34,0,12.03,clear sky
475,Kita,ML,13.0349,-9.4895,65.3,15,0,4.29,clear sky
476,Puerto Escondido,MX,15.85,-97.0667,74.98,76,9,3.98,clear sky
477,Arman',RU,59.7,150.1667,8.02,78,100,7.56,overcast clouds
478,Le Vauclin,MQ,14.5452,-60.8388,77.85,78,75,14.97,broken clouds
479,Itiúba,BR,-10.6917,-39.8536,68.14,96,80,2.64,broken clouds
480,Hervey Bay,AU,-25.2986,152.8535,75.31,85,5,8.01,clear sky
481,Vila Velha,BR,-20.3297,-40.2925,76.95,93,20,5.99,few clouds
482,Teknāf,BD,20.8624,92.3058,76.12,39,55,15.37,broken clouds
483,Nevşehir,TR,38.9167,34.6667,16.81,86,11,8.05,few clouds
484,West Plains,US,36.7281,-91.8524,32.09,82,0,3.0,clear sky
485,Aasiaat,GL,68.7098,-52.8699,8.1,82,100,20.6,overcast clouds
486,Yasnyy,RU,51.0333,59.8742,17.62,94,100,12.03,light snow
487,Lukh,RU,57.0124,42.2584,10.72,98,97,6.55,overcast clouds
488,Watertown,US,42.3709,-71.1828,22.93,87,75,0.0,broken clouds
489,Erdemli,TR,36.605,34.3084,53.26,46,0,1.07,clear sky
490,Câmara de Lobos,PT,32.6333,-16.9667,63.23,79,40,4.0,scattered clouds
491,Tūkrah,LY,32.5341,20.5791,57.38,69,100,8.57,overcast clouds
492,Ryōtsu-minato,JP,38.0833,138.4333,33.76,65,100,15.03,light snow
493,Puerto Madryn,AR,-42.7692,-65.0385,64.09,75,0,16.73,clear sky
494,Kabelvåg,NO,68.2114,14.4817,32.22,93,100,3.44,overcast clouds
495,Forsytheganj,BY,52.6333,29.7333,32.74,98,100,14.47,light snow
496,Río Gallegos,AR,-51.6226,-69.2181,60.85,63,0,12.66,clear sky
497,Badarwās,IN,24.9667,77.5667,76.5,18,0,6.91,clear sky
498,Bariloche,AR,-41.1456,-71.3082,57.24,47,0,10.36,clear sky
499,Baruun-Urt,MN,46.6806,113.2792,16.16,75,0,7.47,clear sky
500,Santa Vitória do Palmar,BR,-33.5189,-53.3681,61.66,82,6,12.48,clear sky
501,Yatou,CN,37.15,122.3833,36.52,41,100,2.66,overcast clouds
502,Chirongui,YT,-12.9319,45.1483,82.33,74,39,13.6,light rain
503,Balikpapan,ID,-1.2675,116.8289,79.79,89,40,2.3,moderate rain
504,Mīzan Teferī,ET,6.9833,35.5833,79.54,31,97,2.46,overcast clouds
505,Chuncheng,CN,22.1731,111.7886,61.02,96,100,3.44,overcast clouds
506,Kargil,IN,34.5667,76.1,16.16,77,100,1.43,overcast clouds
507,Mongoumba,CF,3.6415,18.5936,80.02,26,99,3.47,overcast clouds
508,Álamos,MX,27.0167,-108.9333,49.71,51,0,3.33,clear sky
509,Province of Mantua,IT,45.1667,10.7833,43.84,92,51,7.0,broken clouds
510,China,MX,25.7,-99.2333,51.01,82,100,10.63,light rain
511,Vágur,FO,61.4732,-6.8119,37.63,55,100,23.42,overcast clouds
512,Kieta,PG,-6.2167,155.6333,84.13,77,100,9.17,overcast clouds
513,Puri,IN,19.8,85.85,82.92,53,100,5.23,overcast clouds
514,Lehigh Acres,US,26.6254,-81.6248,62.62,89,40,4.61,scattered clouds
515,Hendek,TR,40.7994,30.7481,37.72,71,7,6.98,clear sky
516,Maralal,KE,1.0968,36.698,69.89,42,100,9.35,overcast clouds
517,Miguel Hidalgo,MX,19.4225,-99.2028,58.42,54,0,0.0,clear sky
518,Beeville,US,28.4008,-97.7483,53.74,81,0,8.05,clear sky
519,Charters Towers,AU,-20.1,146.2667,79.14,55,100,8.68,overcast clouds
520,Quatre Cocos,MU,-20.2078,57.7625,85.08,75,84,10.71,light rain
521,Bedēsa,ET,8.9,40.7833,68.76,49,19,4.14,few clouds
522,Kostanay,KZ,53.1667,63.5833,8.89,85,100,6.71,overcast clouds
523,Tsivil'sk,RU,55.8611,47.4664,6.01,95,71,4.27,broken clouds
524,São Filipe,CV,14.8961,-24.4956,71.73,72,18,5.03,few clouds
525,Ardabil,IR,38.2498,48.2933,15.35,73,20,4.61,few clouds
526,Turbat,PK,26.0023,63.044,74.7,44,0,5.17,clear sky
527,Örnsköldsvik,SE,63.2909,18.7153,25.75,93,100,12.66,overcast clouds
528,Xinmin,CN,41.9908,122.8253,32.25,32,4,4.32,clear sky
529,Klaksvík,FO,62.2266,-6.589,34.72,55,100,21.0,overcast clouds
530,Januária,BR,-15.4833,-44.3667,66.33,98,100,1.59,overcast clouds
531,Chicama,PE,-7.8447,-79.1469,70.77,75,100,3.98,overcast clouds
532,Santa Cruz de la Sierra,BO,-17.8,-63.1667,72.86,73,100,13.8,overcast clouds
533,Ambunti,PG,-4.2365,142.8448,87.51,66,99,3.09,overcast clouds
534,Knysna,ZA,-34.0363,23.0471,70.18,53,0,5.03,clear sky
535,Diamantina,BR,-18.2494,-43.6003,60.22,98,100,1.54,overcast clouds
536,Bosaso,SO,11.2842,49.1816,79.12,54,49,6.26,scattered clouds
537,Poya,NC,-21.35,165.15,80.11,91,100,13.15,overcast clouds
538,Morón,AR,-34.6534,-58.6198,62.96,88,0,7.52,clear sky
539,Fare,PF,-16.7,-151.0167,81.34,76,100,21.5,overcast clouds
540,Olden,NO,61.8364,6.8064,35.28,97,100,1.72,light snow
541,Farafangana,MG,-22.8167,47.8333,81.12,89,100,9.01,light rain
542,Saint Anthony,US,45.0205,-93.218,4.6,77,0,4.61,clear sky
543,Cauquenes,CL,-35.9671,-72.3225,60.33,48,0,1.3,clear sky
544,Pacific Grove,US,36.6177,-121.9166,54.55,84,0,4.0,clear sky
545,Bam,IR,29.106,58.357,57.2,26,0,5.86,clear sky
546,Caucayá,CO,-0.1934,-74.7819,71.28,99,100,0.25,overcast clouds
547,Tabory,RU,58.5198,64.5495,11.68,77,53,8.21,broken clouds
548,Severomuysk,RU,56.1481,113.4267,0.7,88,97,2.75,overcast clouds
549,Grindavik,IS,63.8424,-22.4338,35.55,100,75,34.52,light snow
550,Kualakapuas,ID,-3.0091,114.3876,82.56,73,80,3.24,moderate rain
551,Kastamonu Province,TR,41.5,33.6667,33.82,82,42,3.0,scattered clouds
552,Russell,US,32.3502,-85.1999,47.48,70,99,4.59,overcast clouds
553,Kirando,TZ,-7.4167,30.6,72.03,83,100,7.02,light rain
554,Kichera,RU,55.9375,110.0997,13.68,93,100,4.25,light snow
555,Sur,OM,22.5667,59.5289,72.95,57,0,14.23,clear sky
556,Redcliffe,AU,-27.2307,153.0973,79.0,53,75,11.5,broken clouds
557,Darłowo,PL,54.421,16.4107,39.94,85,8,18.25,clear sky
558,Owando,CG,-0.4819,15.8999,78.85,31,2,0.69,clear sky
559,Balkanabat,TM,39.5108,54.3671,45.73,37,3,6.49,clear sky
560,Sazonovo,RU,59.0919,35.2268,24.57,94,100,8.34,overcast clouds
561,Son La,VN,21.3167,103.9,78.31,41,38,3.53,scattered clouds
562,Muros,ES,42.7762,-9.0603,51.1,84,10,10.31,clear sky
563,Revda,RU,56.801,59.9303,4.12,84,100,6.67,overcast clouds
564,Dorado,PR,18.4588,-66.2677,73.76,98,100,11.18,overcast clouds
565,Lodwar,KE,3.1191,35.5973,92.12,24,100,16.98,overcast clouds
566,Aktau,KZ,43.65,51.2,36.18,72,99,24.11,overcast clouds
567,Mogadishu,SO,2.0371,45.3438,81.32,64,99,22.95,overcast clouds
568,Seoul,KR,37.5683,126.9778,36.79,32,0,11.5,clear sky
569,Iquique,CL,-20.2208,-70.1431,66.24,73,100,2.8,overcast clouds
570,Nador,MA,35.174,-2.9287,57.45,77,75,4.61,broken clouds
571,São José da Coroa Grande,BR,-8.8978,-35.1478,78.96,73,100,5.53,overcast clouds
572,West Bay,KY,19.3667,-81.4167,78.01,80,91,4.0,overcast clouds
573,Taoudenni,ML,22.6783,-3.9836,61.5,16,85,9.53,overcast clouds
574,Hargeisa,SO,9.56,44.065,69.62,63,100,15.88,overcast clouds
575,Huambo,AO,-12.7761,15.7392,58.64,76,95,6.04,overcast clouds
576,Polson,US,47.6936,-114.1632,27.77,81,71,4.0,broken clouds
577,Oudtshoorn,ZA,-33.5907,22.2014,66.56,36,0,1.54,clear sky
578,Beloha,MG,-25.1667,45.05,74.43,91,100,12.44,moderate rain
579,Luoyang,CN,34.6836,112.4536,42.04,34,94,3.13,overcast clouds
580,San Alberto,CO,7.7611,-73.3922,73.51,91,58,2.86,broken clouds
581,Azul,AR,-36.777,-59.8585,56.34,94,0,6.29,clear sky
582,Olafsvik,IS,64.8945,-23.7142,37.85,86,100,34.99,moderate rain
583,Udachny,RU,66.4167,112.4,-12.12,96,100,5.12,overcast clouds
584,Otofuke,JP,42.9917,143.2003,32.16,51,20,8.05,few clouds
585,Bacuag,PH,9.6081,125.6389,82.13,75,82,11.54,broken clouds
586,Oussouye,SN,12.485,-16.5469,68.18,74,50,3.83,scattered clouds
587,Ilo,PE,-17.6394,-71.3375,69.31,83,100,5.66,overcast clouds
588,Ciudad del Carmen,MX,18.6333,-91.8333,71.1,87,69,3.2,broken clouds
589,Koungheul,SN,13.9833,-14.8,70.88,15,0,3.11,clear sky
590,Doha,QA,25.2867,51.5333,66.51,45,0,14.97,clear sky
591,Craig,US,40.5153,-107.5464,16.54,93,24,5.17,few clouds
592,Dudinka,RU,69.4058,86.1778,-33.41,100,48,2.86,scattered clouds
593,Lakes Entrance,AU,-37.8811,147.981,70.57,68,1,12.95,clear sky
594,Ulaangom,MN,49.9811,92.0667,-18.51,95,95,3.04,overcast clouds
595,Koungou,YT,-12.7336,45.2042,82.11,78,89,3.44,light rain
596,Ixtapa,MX,20.7,-105.2,70.23,88,0,0.0,clear sky
597,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,6,24.45,clear sky
598,Numan,NG,9.4667,12.0333,75.45,20,6,4.38,clear sky
599,Hobyo,SO,5.3505,48.5268,80.87,60,94,21.47,overcast clouds
600,Chebsara,RU,59.2002,38.8356,20.53,96,96,8.08,overcast clouds
601,Berdigestyakh,RU,62.0989,126.6992,-14.49,97,98,4.59,overcast clouds
602,Upata,VE,8.0086,-62.3989,72.19,96,89,4.65,overcast clouds
603,Pochutla,MX,15.7432,-96.4661,73.81,76,6,3.24,clear sky
604,Yar-Sale,RU,66.8333,70.8333,-5.49,97,76,10.16,broken clouds
605,Vestmannaeyjar,IS,63.4427,-20.2734,40.32,81,100,35.86,overcast clouds
606,Usinsk,RU,65.9939,57.5281,9.5,86,100,9.08,overcast clouds
607,Dauriya,RU,49.9333,116.8667,7.47,93,11,5.35,few clouds
608,Rūdbār,AF,30.15,62.6,62.29,18,0,6.13,clear sky
609,Maragogi,BR,-9.0122,-35.2225,78.76,73,100,5.97,overcast clouds
610,Gao,ML,16.6362,1.637,58.87,16,0,11.63,clear sky
611,Anuchino,RU,43.9622,133.0544,14.49,69,100,5.41,overcast clouds
612,Napierville,CA,45.1865,-73.4047,25.38,77,100,5.99,overcast clouds
613,Bethanien,NA,-26.502,17.1583,76.01,48,100,7.67,overcast clouds
614,Kiryat Gat,IL,31.61,34.7642,58.91,100,0,6.55,clear sky
615,Aksarka,RU,66.5606,67.7975,-8.37,99,99,6.91,overcast clouds
616,Bukama,CD,-9.2,25.85,70.65,96,100,3.49,light rain
617,Kokoda,PG,-8.8785,147.7407,82.0,85,100,0.07,overcast clouds
618,Sorong,ID,-0.8833,131.25,83.14,73,100,6.85,overcast clouds
619,Kolosovka,RU,56.4678,73.611,13.12,84,95,7.92,overcast clouds
620,Fareydūnshahr,IR,32.941,50.121,24.87,55,1,3.96,clear sky
621,Rosario,AR,-32.9468,-60.6393,60.82,73,0,1.99,clear sky
622,Belyy Yar,RU,53.6039,91.3903,12.09,72,100,0.0,mist
623,San Carlos,VE,9.6612,-68.5827,73.6,75,25,3.49,scattered clouds
624,Helsingborg,SE,56.0467,12.6944,38.01,89,6,22.3,clear sky
625,Yazykovo,RU,55.2199,56.1353,20.39,93,100,4.36,overcast clouds
626,Dolores,AR,-36.3132,-57.6792,52.72,94,1,8.72,clear sky
627,Zhaotong,CN,27.3167,103.7167,51.73,46,8,5.57,clear sky
628,Patitiri,GR,39.15,23.8667,54.88,75,7,13.31,clear sky
629,Challapata,BO,-18.9,-66.7667,44.85,75,100,5.57,overcast clouds
630,Celestún,MX,20.8667,-90.4,69.71,88,2,8.79,clear sky
631,Roald,NO,62.5833,6.1333,39.34,81,75,4.61,broken clouds
632,Tual,ID,-5.6667,132.75,84.31,67,78,4.99,broken clouds
633,Methóni,GR,36.8197,21.7049,58.21,79,29,8.88,scattered clouds
634,Waingapu,ID,-9.6567,120.2641,87.85,61,12,13.87,few clouds
635,Bonthe,SL,7.5264,-12.505,73.9,94,6,4.65,clear sky
636,Malindi,KE,-3.2175,40.1191,81.73,73,100,9.48,overcast clouds
637,Turan,VN,16.0678,108.2208,82.38,65,20,6.91,few clouds
638,Pontian Kecil,MY,1.4801,103.3899,84.97,76,100,7.63,moderate rain
639,Ilām,NP,26.9167,87.9167,53.22,76,91,5.46,overcast clouds
640,Wanning,CN,18.8003,110.3967,77.43,77,82,6.91,broken clouds
641,Maryville,US,35.7565,-83.9705,36.86,84,0,0.0,clear sky
642,Nishihara,JP,26.1842,127.7558,67.68,60,75,13.8,broken clouds
643,Pinsk,BY,52.1229,26.0951,35.69,98,100,14.99,overcast clouds
644,Hauterive,FR,46.0901,3.4459,45.36,90,96,7.54,overcast clouds
645,Chulym,RU,55.0997,80.9572,17.65,78,89,1.03,overcast clouds
646,Adigeni,GE,41.6819,42.6987,22.87,91,90,3.24,overcast clouds
647,New Glasgow,CA,45.5834,-62.6486,10.78,92,66,5.23,broken clouds
648,Avera,US,33.194,-82.5271,39.07,65,100,8.75,overcast clouds
649,Agadez,NE,19.75,10.25,57.58,18,0,4.97,clear sky
650,Sydney,AU,-33.8679,151.2073,73.22,68,75,3.0,broken clouds
651,Braila,RO,45.2667,27.9833,41.56,54,100,11.23,overcast clouds
652,Maunabo,PR,18.0072,-65.8993,74.43,93,97,12.28,light rain
653,Nemuro,JP,43.3236,145.575,27.03,68,96,13.89,overcast clouds
654,Innisfail,AU,-17.5333,146.0333,77.94,86,54,6.91,broken clouds
655,Ca Mau,VN,9.1769,105.15,89.35,47,92,10.98,overcast clouds
656,Peleduy,RU,59.6289,112.7406,11.52,88,100,3.24,overcast clouds
657,Swellendam,ZA,-34.0226,20.4417,70.18,41,14,3.18,few clouds
658,Zhezkazgan,KZ,47.8043,67.7144,22.98,80,100,20.13,overcast clouds
659,Shimoda,JP,34.6667,138.95,44.96,59,44,2.44,scattered clouds
660,Camopi,GF,3.1655,-52.3158,70.65,100,97,1.52,overcast clouds
661,Huizhou,CN,23.0833,114.4,60.98,92,100,4.61,overcast clouds
662,Pilar,BR,-9.5972,-35.9567,71.53,85,0,3.4,clear sky
663,San Andrés,CO,12.5847,-81.7006,78.82,78,20,9.22,few clouds
664,Capão da Canoa,BR,-29.7456,-50.0097,66.22,73,0,8.79,clear sky
665,San Miguel de Cozumel,MX,20.5083,-86.9458,73.38,95,7,8.84,clear sky
666,Oppdal,NO,62.5943,9.6912,27.52,96,100,6.67,light snow
667,Pishin,PK,30.5803,66.9961,48.99,23,0,5.06,clear sky
668,Qarqīn,AF,37.4185,66.0436,50.11,51,95,15.37,overcast clouds
669,Ardakān,IR,32.31,54.0175,48.58,32,0,3.49,clear sky
670,Narsaq,GL,60.9167,-46.05,12.42,76,100,16.15,light snow
671,Esim,GH,4.8699,-2.2405,77.77,88,58,5.61,light rain
672,Song Phi Nong,TH,14.2241,100.0209,97.99,37,38,4.12,scattered clouds
673,Salvacion,PH,7.9833,126.1333,82.02,71,28,7.27,scattered clouds
674,Qaqortoq,GL,60.7167,-46.0333,12.7,60,100,44.18,overcast clouds
675,Ţahţā,EG,26.7693,31.5021,53.92,46,0,8.32,clear sky
676,Sāmbhar,IN,26.9167,75.2,73.56,30,5,3.58,clear sky
677,Nurota,UZ,40.5614,65.6886,39.29,68,100,5.44,overcast clouds
678,Tarko-Sale,RU,64.9225,77.785,-10.23,99,94,2.21,overcast clouds
679,Marsá Maţrūḩ,EG,31.3525,27.2453,53.8,71,0,0.0,clear sky
680,Launceston,AU,-41.45,147.1667,77.14,43,40,5.01,scattered clouds
681,Kayerkan,RU,69.3497,87.7602,-23.85,98,46,1.12,scattered clouds
682,Mayo,US,38.8876,-76.5119,35.11,75,100,1.99,overcast clouds
683,Matamoros,MX,25.5333,-103.25,53.26,49,0,3.47,clear sky
684,Puurmani,EE,58.5738,26.2878,32.92,99,100,7.76,light snow
685,Shemonaīkha,KZ,50.6328,81.9056,16.36,77,0,4.0,clear sky
686,Ossora,RU,59.2353,163.0719,8.42,93,100,9.98,overcast clouds
687,Ibanda,TZ,-2.7974,32.4746,70.88,68,100,3.91,overcast clouds
688,Manta,EC,-0.95,-80.7333,74.98,88,100,1.14,overcast clouds
689,Immokalee,US,26.4187,-81.4173,62.91,94,9,3.44,clear sky
690,Bocas del Toro,PA,9.3333,-82.25,74.7,82,8,5.68,clear sky
691,Middletown,US,39.5151,-84.3983,30.2,91,0,0.0,clear sky
692,Waiuku,NZ,-37.25,174.75,72.32,95,100,6.33,overcast clouds
693,Dajal,PK,29.5577,70.3762,71.98,25,0,16.89,clear sky
